index,pokedex_number,name,german_name,generation,status,species,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
367,305,Lairon,Stollrak,3,Normal,Iron Armor Pokémon,Steel,Rock,0.9,120,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90,35,151,Slow,Monster,,50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
368,306,Aggron,Stolloss,3,Normal,Iron Armor Pokémon,Steel,Rock,2.1,360,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45,35,239,Slow,Monster,,50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
369,306,Mega Aggron,Stolloss,3,Normal,Iron Armor Pokémon,Steel,,2.2,395,1,Filter,,,630,70,140,230,60,80,50,45,35,284,Slow,Monster,,50,35,0.5,1.5,1,1,0.5,0.5,1.5,0,1.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
370,307,Meditite,Meditie,3,Normal,Meditate Pokémon,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280,30,40,55,40,55,60,180,70,56,Medium Fast,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
371,308,Medicham,Meditalis,3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410,60,60,75,60,75,80,90,70,144,Medium Fast,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
372,308,Mega Medicham,Meditalis,3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510,60,100,85,80,85,100,90,70,179,Medium Fast,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
373,309,Electrike,Frizelbliz,3,Normal,Lightning Pokémon,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295,40,45,40,65,40,65,120,70,59,Slow,Field,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
374,310,Manectric,Voltenso,3,Normal,Discharge Pokémon,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475,70,75,60,105,60,105,45,70,166,Slow,Field,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
375,310,Mega Manectric,Voltenso,3,Normal,Discharge Pokémon,Electric,,1.8,44,1,Intimidate,,,575,70,75,80,135,80,135,45,70,201,Slow,Field,,50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
376,311,Plusle,Plusle,3,Normal,Cheering Pokémon,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405,60,50,40,85,75,95,200,70,142,Medium Fast,Fairy,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
377,312,Minun,Minun,3,Normal,Cheering Pokémon,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405,60,40,50,75,85,95,200,70,142,Medium Fast,Fairy,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
378,313,Volbeat,Volbeat,3,Normal,Firefly Pokémon,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430,65,73,75,47,85,85,150,70,151,Erratic,Bug,Human-Like,100,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
379,314,Illumise,Illumise,3,Normal,Firefly Pokémon,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430,65,47,75,73,85,85,150,70,151,Fluctuating,Bug,Human-Like,0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
380,315,Roselia,Roselia,3,Normal,Thorn Pokémon,Grass,Poison,0.3,2,3,Natural Cure,Poison Point,Leaf Guard,400,50,60,45,100,80,65,150,70,140,Medium Slow,Fairy,Grass,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
381,316,Gulpin,Schluppuck,3,Normal,Stomach Pokémon,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302,70,43,53,43,53,40,225,70,60,Fluctuating,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
382,317,Swalot,Schlukwech,3,Normal,Poison Bag Pokémon,Poison,,1.7,80,3,Liquid Ooze,Sticky Hold,Gluttony,467,100,73,83,73,83,55,75,70,163,Fluctuating,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
383,318,Carvanha,Kanivanha,3,Normal,Savage Pokémon,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305,45,90,20,65,20,65,225,35,61,Slow,Water 2,,50,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
384,319,Sharpedo,Tohaido,3,Normal,Brutal Pokémon,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460,70,120,40,95,40,95,60,35,161,Slow,Water 2,,50,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
385,319,Mega Sharpedo,Tohaido,3,Normal,Brutal Pokémon,Water,Dark,2.5,130.3,1,Strong Jaw,,,560,70,140,70,110,65,105,60,35,196,Slow,Water 2,,50,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
386,320,Wailmer,Wailmer,3,Normal,Ball Whale Pokémon,Water,,2,130,3,Water Veil,Oblivious,Pressure,400,130,70,35,70,35,60,125,70,80,Fluctuating,Field,Water 2,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
387,321,Wailord,Wailord,3,Normal,Float Whale Pokémon,Water,,14.5,398,3,Water Veil,Oblivious,Pressure,500,170,90,45,90,45,60,60,70,175,Fluctuating,Field,Water 2,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
388,322,Numel,Camaub,3,Normal,Numb Pokémon,Fire,Ground,0.7,24,3,Oblivious,Simple,Own Tempo,305,60,60,40,65,45,35,255,70,61,Medium Fast,Field,,50,20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
389,323,Camerupt,Camerupt,3,Normal,Eruption Pokémon,Fire,Ground,1.9,220,3,Magma Armor,Solid Rock,Anger Point,460,70,100,70,105,75,40,150,70,161,Medium Fast,Field,,50,20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
390,323,Mega Camerupt,Camerupt,3,Normal,Eruption Pokémon,Fire,Ground,2.5,320.5,1,Sheer Force,,,560,70,120,100,145,105,20,150,70,196,Medium Fast,Field,,50,20,1,0.5,3,0,1,1,1,0.5,1.5,1,1,0.5,1,1,1,1,0.5,0.5
391,324,Torkoal,Qurtel,3,Normal,Coal Pokémon,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470,70,85,140,85,70,20,90,70,165,Medium Fast,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
392,325,Spoink,Spoink,3,Normal,Bounce Pokémon,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330,60,25,35,70,80,60,255,70,66,Fast,Field,,50,20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
393,326,Grumpig,Groink,3,Normal,Manipulate Pokémon,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470,80,45,65,90,110,80,60,70,165,Fast,Field,,50,20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
394,327,Spinda,Pandir,3,Normal,Spot Panda Pokémon,Normal,,1.1,5,3,Own Tempo,Tangled Feet,Contrary,360,60,60,60,60,60,60,255,70,126,Fast,Field,Human-Like,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
395,328,Trapinch,Knacklion,3,Normal,Ant Pit Pokémon,Ground,,0.7,15,3,Hyper Cutter,Arena Trap,Sheer Force,290,45,100,45,45,45,10,255,70,58,Medium Slow,Bug,Dragon,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
396,329,Vibrava,Vibrava,3,Normal,Vibration Pokémon,Ground,Dragon,1.1,15.3,1,Levitate,,,340,50,70,50,50,50,70,120,70,119,Medium Slow,Bug,Dragon,50,20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
397,330,Flygon,Libelldra,3,Normal,Mystic Pokémon,Ground,Dragon,2,82,1,Levitate,,,520,80,100,80,80,80,100,45,70,234,Medium Slow,Bug,Dragon,50,20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
398,331,Cacnea,Tuska,3,Normal,Cactus Pokémon,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,335,50,85,40,85,40,35,190,35,67,Medium Slow,Grass,Human-Like,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
399,332,Cacturne,Noktuska,3,Normal,Scarecrow Pokémon,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,475,70,115,60,115,60,55,60,35,166,Medium Slow,Grass,Human-Like,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
400,333,Swablu,Wablu,3,Normal,Cotton Bird Pokémon,Normal,Flying,0.4,1.2,2,Natural Cure,,Cloud Nine,310,45,40,60,40,75,50,255,70,62,Erratic,Dragon,Flying,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
401,334,Altaria,Altaria,3,Normal,Humming Pokémon,Dragon,Flying,1.1,20.6,2,Natural Cure,,Cloud Nine,490,75,70,90,70,105,80,45,70,172,Erratic,Dragon,Flying,50,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
402,334,Mega Altaria,Altaria,3,Normal,Humming Pokémon,Dragon,Fairy,1.5,20.6,1,Pixilate,,,590,75,110,110,110,105,80,45,70,207,Erratic,Dragon,Flying,50,20,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
403,335,Zangoose,Sengo,3,Normal,Cat Ferret Pokémon,Normal,,1.3,40.3,2,Immunity,,Toxic Boost,458,73,115,60,60,60,90,90,70,160,Erratic,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
404,336,Seviper,Vipitis,3,Normal,Fang Snake Pokémon,Poison,,2.7,52.5,2,Shed Skin,,Infiltrator,458,73,100,60,100,60,65,90,70,160,Fluctuating,Dragon,Field,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
405,337,Lunatone,Lunastein,3,Normal,Meteorite Pokémon,Rock,Psychic,1,168,1,Levitate,,,460,90,55,65,95,85,70,45,70,161,Fast,Mineral,,,25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
406,338,Solrock,Sonnfel,3,Normal,Meteorite Pokémon,Rock,Psychic,1.2,154,1,Levitate,,,460,90,95,85,55,65,70,45,70,161,Fast,Mineral,,,25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
407,339,Barboach,Schmerbe,3,Normal,Whiskers Pokémon,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,288,50,48,43,46,41,60,190,70,58,Medium Fast,Water 2,,50,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
408,340,Whiscash,Welsar,3,Normal,Whiskers Pokémon,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,468,110,78,73,76,71,60,75,70,164,Medium Fast,Water 2,,50,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
409,341,Corphish,Krebscorps,3,Normal,Ruffian Pokémon,Water,,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,308,43,80,65,50,35,35,205,70,62,Fluctuating,Water 1,Water 3,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
410,342,Crawdaunt,Krebutack,3,Normal,Rogue Pokémon,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,468,63,120,85,90,55,55,155,70,164,Fluctuating,Water 1,Water 3,50,15,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
411,343,Baltoy,Puppance,3,Normal,Clay Doll Pokémon,Ground,Psychic,0.5,21.5,1,Levitate,,,300,40,40,55,40,70,55,255,70,60,Medium Fast,Mineral,,,20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
412,344,Claydol,Lepumentas,3,Normal,Clay Doll Pokémon,Ground,Psychic,1.5,108,1,Levitate,,,500,60,70,105,70,120,75,90,70,175,Medium Fast,Mineral,,,20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
413,345,Lileep,Liliep,3,Normal,Sea Lily Pokémon,Rock,Grass,1,23.8,2,Suction Cups,,Storm Drain,355,66,41,77,61,87,23,45,70,71,Erratic,Water 3,,87.5,30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
414,346,Cradily,Wielie,3,Normal,Barnacle Pokémon,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,495,86,81,97,81,107,43,45,70,173,Erratic,Water 3,,87.5,30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
415,347,Anorith,Anorith,3,Normal,Old Shrimp Pokémon,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,355,45,95,50,40,50,75,45,70,71,Erratic,Water 3,,87.5,30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
416,348,Armaldo,Armaldo,3,Normal,Plate Pokémon,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,495,75,125,100,70,80,45,45,70,173,Erratic,Water 3,,87.5,30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
417,349,Feebas,Barschwa,3,Normal,Fish Pokémon,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,255,70,40,Erratic,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
418,350,Milotic,Milotic,3,Normal,Tender Pokémon,Water,,6.2,162,3,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,60,70,189,Erratic,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
419,351,Castform,Formeo,3,Normal,Weather Pokémon,Normal,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
420,351,Castform Sunny Form,Formeo,3,Normal,Weather Pokémon,Fire,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
421,351,Castform Rainy Form,Formeo,3,Normal,Weather Pokémon,Water,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
422,351,Castform Snowy Form,Formeo,3,Normal,Weather Pokémon,Ice,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
423,352,Kecleon,Kecleon,3,Normal,Color Swap Pokémon,Normal,,1,22,2,Color Change,,Protean,440,60,90,70,60,120,40,200,70,154,Medium Slow,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
424,353,Shuppet,Shuppet,3,Normal,Puppet Pokémon,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,225,35,59,Fast,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
425,354,Banette,Banette,3,Normal,Marionette Pokémon,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,45,35,159,Fast,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
426,354,Mega Banette,Banette,3,Normal,Marionette Pokémon,Ghost,,1.2,13,1,Prankster,,,555,64,165,75,93,83,75,45,35,194,Fast,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
427,355,Duskull,Zwirrlicht,3,Normal,Requiem Pokémon,Ghost,,0.8,15,2,Levitate,,Frisk,295,20,40,90,30,90,25,190,35,59,Fast,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
428,356,Dusclops,Zwirrklop,3,Normal,Beckon Pokémon,Ghost,,1.6,30.6,2,Pressure,,Frisk,455,40,70,130,60,130,25,90,35,159,Fast,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
429,357,Tropius,Tropius,3,Normal,Fruit Pokémon,Grass,Flying,2,100,3,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,200,70,161,Slow,Grass,Monster,50,25,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
430,358,Chimecho,Palimpalim,3,Normal,Wind Chime Pokémon,Psychic,,0.6,1,1,Levitate,,,455,75,50,80,95,90,65,45,70,159,Fast,Amorphous,,50,25,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
431,359,Absol,Absol,3,Normal,Disaster Pokémon,Dark,,1.2,47,3,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,30,35,163,Medium Slow,Field,,50,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
432,359,Mega Absol,Absol,3,Normal,Disaster Pokémon,Dark,,1.2,49,1,Magic Bounce,,,565,65,150,60,115,60,115,30,35,198,Medium Slow,Field,,50,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
433,360,Wynaut,Isso,3,Normal,Bright Pokémon,Psychic,,0.6,14,2,Shadow Tag,,Telepathy,260,95,23,48,23,48,23,125,70,52,Medium Fast,Undiscovered,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
434,361,Snorunt,Schneppke,3,Normal,Snow Hat Pokémon,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,190,70,60,Medium Fast,Fairy,Mineral,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
435,362,Glalie,Firnontor,3,Normal,Face Pokémon,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,75,70,168,Medium Fast,Fairy,Mineral,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
436,362,Mega Glalie,Firnontor,3,Normal,Face Pokémon,Ice,,2.1,350.2,1,Refrigerate,,,580,80,120,80,120,80,100,75,70,203,Medium Fast,Fairy,Mineral,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
437,363,Spheal,Seemops,3,Normal,Clap Pokémon,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290,70,40,50,55,50,25,255,70,58,Medium Slow,Field,Water 1,50,20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
438,364,Sealeo,Seejong,3,Normal,Ball Roll Pokémon,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410,90,60,70,75,70,45,120,70,144,Medium Slow,Field,Water 1,50,20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
439,365,Walrein,Walraisa,3,Normal,Ice Break Pokémon,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530,110,80,90,95,90,65,45,70,239,Medium Slow,Field,Water 1,50,20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
440,366,Clamperl,Perlu,3,Normal,Bivalve Pokémon,Water,,0.4,52.5,2,Shell Armor,,Rattled,345,35,64,85,74,55,32,255,70,69,Erratic,Water 1,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
441,367,Huntail,Aalabyss,3,Normal,Deep Sea Pokémon,Water,,1.7,27,2,Swift Swim,,Water Veil,485,55,104,105,94,75,52,60,70,170,Erratic,Water 1,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
442,368,Gorebyss,Saganabyss,3,Normal,South Sea Pokémon,Water,,1.8,22.6,2,Swift Swim,,Hydration,485,55,84,105,114,75,52,60,70,170,Erratic,Water 1,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
443,369,Relicanth,Relicanth,3,Normal,Longevity Pokémon,Water,Rock,1,23.4,3,Swift Swim,Rock Head,Sturdy,485,100,90,130,45,65,55,25,70,170,Slow,Water 1,Water 2,87.5,40,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
444,370,Luvdisc,Liebiskus,3,Normal,Rendezvous Pokémon,Water,,0.6,8.7,2,Swift Swim,,Hydration,330,43,30,55,40,65,97,225,70,116,Fast,Water 2,,25,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
445,371,Bagon,Kindwurm,3,Normal,Rock Head Pokémon,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,300,45,75,60,40,30,50,45,35,60,Slow,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
446,372,Shelgon,Draschel,3,Normal,Endurance Pokémon,Dragon,,1.1,110.5,2,Rock Head,,Overcoat,420,65,95,100,60,50,50,45,35,147,Slow,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
447,373,Salamence,Brutalanda,3,Normal,Dragon Pokémon,Dragon,Flying,1.5,102.6,2,Intimidate,,Moxie,600,95,135,80,110,80,100,45,35,270,Slow,Dragon,,50,40,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
448,373,Mega Salamence,Brutalanda,3,Normal,Dragon Pokémon,Dragon,Flying,1.8,112.6,1,Aerilate,,,700,95,145,130,120,90,120,45,35,315,Slow,Dragon,,50,40,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
449,374,Beldum,Tanhel,3,Normal,Iron Ball Pokémon,Steel,Psychic,0.6,95.2,2,Clear Body,,Light Metal,300,40,55,80,35,60,30,3,35,60,Slow,Mineral,,,40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
450,375,Metang,Metang,3,Normal,Iron Claw Pokémon,Steel,Psychic,1.2,202.5,2,Clear Body,,Light Metal,420,60,75,100,55,80,50,3,35,147,Slow,Mineral,,,40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
451,376,Metagross,Metagross,3,Normal,Iron Leg Pokémon,Steel,Psychic,1.6,550,2,Clear Body,,Light Metal,600,80,135,130,95,90,70,3,35,270,Slow,Mineral,,,40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
452,376,Mega Metagross,Metagross,3,Normal,Iron Leg Pokémon,Steel,Psychic,2.5,942.9,1,Tough Claws,,,700,80,145,150,105,110,110,3,35,315,Slow,Mineral,,,40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
453,377,Regirock,Regirock,3,Sub Legendary,Rock Peak Pokémon,Rock,,1.7,230,2,Clear Body,,Sturdy,580,80,100,200,50,100,50,3,35,261,Slow,Undiscovered,,,80,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
454,378,Regice,Regice,3,Sub Legendary,Iceberg Pokémon,Ice,,1.8,175,2,Clear Body,,Ice Body,580,80,50,100,100,200,50,3,35,261,Slow,Undiscovered,,,80,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
455,379,Registeel,Registeel,3,Sub Legendary,Iron Pokémon,Steel,,1.9,205,2,Clear Body,,Light Metal,580,80,75,150,75,150,50,3,35,261,Slow,Undiscovered,,,80,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
456,380,Latias,Latias,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,1.4,40,1,Levitate,,,600,80,80,90,110,130,110,3,90,270,Slow,Undiscovered,,0,120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
457,380,Mega Latias,Latias,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,1.8,52,1,Levitate,,,700,80,100,120,140,150,110,3,90,315,Slow,Undiscovered,,0,120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
458,381,Latios,Latios,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,2,60,1,Levitate,,,600,80,90,80,130,110,110,3,90,270,Slow,Undiscovered,,100,120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
459,381,Mega Latios,Latios,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,2.3,70,1,Levitate,,,700,80,130,100,160,120,110,3,90,315,Slow,Undiscovered,,100,120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
460,382,Kyogre,Kyogre,3,Legendary,Sea Basin Pokémon,Water,,4.5,352,1,Drizzle,,,670,100,100,90,150,140,90,3,0,302,Slow,Undiscovered,,,120,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
461,382,Primal Kyogre,Kyogre,3,Legendary,Sea Basin Pokémon,Water,,9.8,430,1,Primordial Sea,,,770,100,150,90,180,160,90,5,0,347,Slow,Undiscovered,,,120,1,0,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
462,383,Groudon,Groudon,3,Legendary,Continent Pokémon,Ground,,3.5,950,1,Drought,,,670,100,150,140,100,90,90,3,0,302,Slow,Undiscovered,,,120,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
